Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
123300,120000,123650,120280,4960,4.12%,2019/07/23,1398/05/01
124620,124100,127050,125240,1890,1.53%,2019/07/22,1398/04/31
122150,121100,123550,123350,1210,0.99%,2019/07/21,1398/04/30
122220,121300,123250,122140,2300,1.92%,2019/07/20,1398/04/29
118576,116619,121709,119840,630,0.53%,2019/07/17,1398/04/26
118520,112300,119550,118130,580,0.49%,2019/07/16,1398/04/25
121140,118600,121250,118710,2410,2.03%,2019/07/15,1398/04/24
124810,120800,125050,121120,3800,3.14%,2019/07/14,1398/04/23
126110,124100,126450,124920,2540,2.03%,2019/07/13,1398/04/22
127460,127460,127460,127460,2120,1.66%,2019/07/11,1398/04/20
129770,129400,130050,129580,100,0.08%,2019/07/10,1398/04/19
129820,129500,130250,129680,40,0.03%,2019/07/09,1398/04/18
128910,128800,129850,129720,830,0.64%,2019/07/08,1398/04/17
130530,128800,130550,128890,1760,1.37%,2019/07/07,1398/04/16
132430,130400,132450,130650,3150,2.47%,2019/07/06,1398/04/15
127500,127500,127500,127500,3320,2.6%,2019/07/04,1398/04/13
129820,129700,131050,130820,980,0.75%,2019/07/03,1398/04/12
129240,129100,130150,129840,690,0.53%,2019/07/02,1398/04/11
129840,129100,130450,129150,990,0.77%,2019/07/01,1398/04/10
129190,128100,130750,130140,730,0.56%,2019/06/30,1398/04/09
129410,129410,129410,129410,2850,2.2%,2019/06/27,1398/04/06
132110,131900,132350,132260,80,0.06%,2019/06/26,1398/04/05
133120,131600,133250,132340,300,0.23%,2019/06/25,1398/04/04
133710,132000,133850,132040,2000,1.51%,2019/06/24,1398/04/03
134120,133900,134950,134040,110,0.08%,2019/06/23,1398/04/02
131700,131700,134250,133930,1930,1.46%,2019/06/22,1398/04/01
132000,132000,132000,132000,2630,1.99%,2019/06/20,1398/03/30
133510,133500,135150,134630,620,0.46%,2019/06/19,1398/03/29
132880,131600,134250,134010,1400,1.06%,2019/06/18,1398/03/28
134430,132300,134550,132610,2880,2.17%,2019/06/17,1398/03/27
137410,135200,137450,135490,2420,1.79%,2019/06/16,1398/03/26
136110,136100,138250,137910,3042,2.26%,2019/06/15,1398/03/25
133715,132685,136297,134868,2778,2.1%,2019/06/12,1398/03/22
130680,130400,131950,131350,770,0.59%,2019/06/11,1398/03/21
132050,130000,132150,130580,830,0.64%,2019/06/10,1398/03/20
127110,127040,131450,131410,4220,3.32%,2019/06/09,1398/03/19
132130,126740,132200,127190,3790,2.98%,2019/06/08,1398/03/18
131010,130870,131040,130980,1700,1.3%,2019/06/03,1398/03/13
134680,132150,134800,132680,1900,1.43%,2019/06/02,1398/03/12
136870,133950,137010,134580,790,0.59%,2019/06/01,1398/03/11
135370,135370,135370,135370,2020,1.49%,2019/05/30,1398/03/09
136010,135850,137510,137390,1420,1.04%,2019/05/29,1398/03/08
137010,130850,137010,135970,4852,3.57%,2019/05/28,1398/03/07
141908,139089,143114,140822,1188,0.84%,2019/05/25,1398/03/04
140460,140460,140460,140460,1550,1.1%,2019/05/23,1398/03/02
143880,141850,144010,142010,2000,1.41%,2019/05/22,1398/03/01
142510,142350,144010,144010,1630,1.14%,2019/05/21,1398/02/31
139510,137850,142510,142380,2020,1.44%,2019/05/20,1398/02/30
143410,137850,143510,140360,3150,2.24%,2019/05/19,1398/02/29
145880,143350,147510,143510,2960,2.06%,2019/05/18,1398/02/28
146470,146470,146470,146470,90,0.06%,2019/05/16,1398/02/26
148510,146350,148510,146380,2110,1.44%,2019/05/15,1398/02/25
151480,147850,151600,148490,3020,2.03%,2019/05/14,1398/02/24
150380,150350,151510,151510,1040,0.69%,2019/05/13,1398/02/23
148010,147850,151010,150470,2500,1.69%,2019/05/12,1398/02/22
150360,147350,150510,147970,5530,3.74%,2019/05/11,1398/02/21
153500,153500,153500,153500,2510,1.64%,2019/05/09,1398/02/19
153930,153850,156510,156010,2120,1.38%,2019/05/08,1398/02/18
152510,151850,154010,153890,1500,0.98%,2019/05/07,1398/02/17
151000,149850,153010,152390,2380,1.59%,2019/05/06,1398/02/16
147350,147350,150010,150010,2500,1.69%,2019/05/05,1398/02/15
148520,147350,152510,147510,5100,3.58%,2019/05/04,1398/02/14
142410,142410,142410,142410,3600,2.53%,2019/05/02,1398/02/12
144970,144850,146100,146010,940,0.65%,2019/05/01,1398/02/11
143000,142850,145100,145070,2690,1.89%,2019/04/30,1398/02/10
142530,142350,143100,142380,1140,0.8%,2019/04/29,1398/02/09
143390,142350,143600,143520,660,0.46%,2019/04/28,1398/02/08
143000,142850,143100,142860,4740,3.43%,2019/04/27,1398/02/07
138120,138120,138120,138120,2360,1.71%,2019/04/25,1398/02/05
139490,139350,141100,140480,960,0.69%,2019/04/24,1398/02/04
139600,139350,139600,139520,100,0.07%,2019/04/23,1398/02/03
139360,139350,139600,139420,4720,3.5%,2019/04/22,1398/02/02
134900,134700,134900,134700,90,0.07%,2019/04/20,1398/01/31
134790,134790,134790,134790,-,-,2019/04/18,1398/01/29
133990,133900,134950,134790,780,0.58%,2019/04/17,1398/01/28
135480,133890,135500,134010,1420,1.06%,2019/04/16,1398/01/27
136870,134040,136900,135430,1470,1.09%,2019/04/15,1398/01/26
134450,134390,136900,136900,2400,1.78%,2019/04/14,1398/01/25
135900,134390,136000,134500,2810,2.09%,2019/04/13,1398/01/24
137310,137310,137310,137310,-,-,2019/04/11,1398/01/22
137380,137290,137400,137310,190,0.14%,2019/04/10,1398/01/21
141760,137390,141800,137500,4250,3.09%,2019/04/09,1398/01/20
136870,136790,141800,141750,4850,3.54%,2019/04/08,1398/01/19
133900,133890,136900,136900,2990,2.23%,2019/04/07,1398/01/18
131930,131890,138010,133910,2010,1.52%,2019/04/06,1398/01/17
131900,130100,133300,131900,100,0.08%,2019/04/03,1398/01/14
131900,129800,134200,132000,-,-,2019/03/30,1398/01/10
131890,131890,131890,131890,-,-,2019/03/28,1398/01/08
129540,129380,133600,131890,2470,1.91%,2019/03/27,1398/01/07
129560,129400,129560,129420,90,0.07%,2019/03/26,1398/01/06
129490,129400,129560,129510,570,0.44%,2019/03/25,1398/01/05
128940,128800,128940,128940,-,-,2019/03/19,1397/12/28
128950,128800,128960,128940,50,0.04%,2019/03/18,1397/12/27
128920,128800,128960,128890,60,0.05%,2019/03/17,1397/12/26
129930,128800,129960,128830,2190,1.7%,2019/03/16,1397/12/25
131020,131020,131020,131020,-,-,2019/03/14,1397/12/23
132040,130930,132050,131020,2470,1.92%,2019/03/13,1397/12/22
128490,128430,128550,128550,80,0.06%,2019/03/12,1397/12/21
128970,128430,129050,128470,580,0.45%,2019/03/11,1397/12/20
129440,128930,129550,129050,1370,1.06%,2019/03/10,1397/12/19
131460,130360,131570,130420,50,0.04%,2019/03/09,1397/12/18
130370,130370,130370,130370,-,-,2019/03/07,1397/12/16
131560,130360,131570,130370,1170,0.9%,2019/03/06,1397/12/15
125950,125900,132550,131540,5560,4.41%,2019/03/05,1397/12/14
126020,125850,126100,125980,1090,0.87%,2019/03/04,1397/12/13
130040,126850,130040,127070,2790,2.2%,2019/03/03,1397/12/12
133000,129800,133000,129860,2140,1.65%,2019/03/02,1397/12/11
132000,132000,132000,132000,-,-,2019/02/28,1397/12/09
132000,132000,132000,132000,500,0.38%,2019/02/27,1397/12/08
132500,132500,132800,132500,500,0.38%,2019/02/26,1397/12/07
133500,133000,133500,133000,1500,1.13%,2019/02/25,1397/12/06
135500,134500,135500,134500,2000,1.49%,2019/02/24,1397/12/05
136500,136500,136500,136500,10120,8.01%,2019/02/23,1397/12/04
128100,124210,130530,126380,3320,2.63%,2019/02/20,1397/12/01
129900,122800,129900,129700,1700,1.33%,2019/02/19,1397/11/30
128000,127800,128000,128000,1000,0.78%,2019/02/18,1397/11/29
123600,123600,129000,129000,5500,4.45%,2019/02/17,1397/11/28
122500,122550,123600,123500,5000,4.22%,2019/02/16,1397/11/27
118500,118500,118500,118500,-,-,2019/02/14,1397/11/25
118500,118300,118500,118500,800,0.68%,2019/02/13,1397/11/24
119300,119100,119300,119300,2200,1.88%,2019/02/12,1397/11/23
117100,117000,117100,117100,650,0.56%,2019/02/10,1397/11/21
116450,116450,116450,116450,-,-,2019/02/07,1397/11/18
116500,116450,116600,116450,2050,1.76%,2019/02/06,1397/11/17
118500,118200,118600,118500,1000,0.85%,2019/02/05,1397/11/16
118500,117300,118600,117500,1000,0.86%,2019/02/04,1397/11/15
114500,114400,116550,116500,6500,5.91%,2019/02/03,1397/11/14
110000,109700,110000,110000,8500,7.73%,2019/02/02,1397/11/13
118500,118500,118500,118500,-,-,2019/01/31,1397/11/11
119000,118350,119000,118500,950,0.8%,2019/01/30,1397/11/10
119500,119300,119600,119450,1150,0.97%,2019/01/29,1397/11/09
118900,117900,118900,118300,300,0.25%,2019/01/28,1397/11/08
118500,117800,118500,118000,100,0.08%,2019/01/27,1397/11/07
117900,117750,117950,117900,2900,2.52%,2019/01/26,1397/11/06
115000,115000,115000,115000,-,-,2019/01/24,1397/11/04
115100,115000,115100,115000,400,0.35%,2019/01/23,1397/11/03
115400,115200,115450,115400,1100,0.95%,2019/01/22,1397/11/02
116500,116250,116500,116500,200,0.17%,2019/01/21,1397/11/01
116500,116300,116500,116300,1800,1.57%,2019/01/20,1397/10/30
114400,114300,114500,114500,1400,1.22%,2019/01/19,1397/10/29
115900,115900,115900,115900,-,-,2019/01/17,1397/10/27
115900,115900,115900,115900,1400,1.22%,2019/01/16,1397/10/26
114500,114350,114600,114500,2000,1.78%,2019/01/15,1397/10/25
112500,112300,112650,112500,2600,2.37%,2019/01/14,1397/10/24
108950,109750,108000,109900,4100,3.73%,2019/01/13,1397/10/23
116000,114000,118000,114000,5100,4.68%,2019/01/12,1397/10/22
108900,108900,108900,108900,-,-,2019/01/10,1397/10/20
108900,108850,108900,108900,100,0.09%,2019/01/09,1397/10/19
108800,108600,109050,108800,200,0.18%,2019/01/08,1397/10/18
109000,108700,109000,109000,2000,1.87%,2019/01/07,1397/10/17
107000,106900,107100,107000,1500,1.42%,2019/01/06,1397/10/16
105450,104900,105600,105500,500,0.47%,2019/01/05,1397/10/15
106000,106000,106000,106000,-,-,2019/01/03,1397/10/13
106000,105800,106000,106000,1500,1.44%,2019/01/02,1397/10/12
104900,104200,105000,104500,500,0.48%,2019/01/01,1397/10/11
107000,105000,107000,105000,3000,2.86%,2018/12/31,1397/10/10
108000,107900,108000,108000,1000,0.93%,2018/12/30,1397/10/09
106000,105500,108000,107000,500,0.47%,2018/12/29,1397/10/08
107500,107500,107500,107500,-,-,2018/12/27,1397/10/06
111900,107500,111900,107500,4500,4.19%,2018/12/26,1397/10/05
109000,109000,118000,112000,7000,6.67%,2018/12/25,1397/10/04
103950,103950,105000,105000,4000,3.96%,2018/12/24,1397/10/03
101000,101000,101000,101000,30,0.03%,2018/12/23,1397/10/02
100020,98420,102780,100970,1270,1.27%,2018/12/21,1397/09/30
99700,99700,99700,99700,-,-,2018/12/20,1397/09/29
99800,99700,99890,99700,200,0.2%,2018/12/19,1397/09/28
101000,99900,101000,99900,500,0.5%,2018/12/18,1397/09/27
99400,99400,99400,99400,-,-,2018/12/17,1397/09/26
99900,99400,99900,99400,100,0.1%,2018/12/16,1397/09/25
99900,97050,99950,99500,1800,1.81%,2018/12/15,1397/09/24
101300,101300,101300,101300,-,-,2018/12/13,1397/09/22
97900,97900,101500,101300,4200,4.33%,2018/12/12,1397/09/21
108230,86900,109940,97100,11090,11.42%,2018/12/11,1397/09/20
107840,107640,108230,108190,290,0.27%,2018/12/10,1397/09/19
112500,107360,112540,107900,4510,4.18%,2018/12/09,1397/09/18
114870,112110,114870,112410,1008,0.9%,2018/12/08,1397/09/17
113377,111642,114189,113418,388,0.34%,2018/12/05,1397/09/14
113900,112690,114010,113520,150,0.13%,2018/12/04,1397/09/13
114030,111710,114800,113670,630,0.55%,2018/12/03,1397/09/12
120240,113660,120290,114300,6800,5.95%,2018/12/02,1397/09/11
113570,113570,121100,121100,8650,7.69%,2018/12/01,1397/09/10
112450,112450,112450,112450,-,-,2018/11/29,1397/09/08
112680,112450,112680,112450,8700,7.74%,2018/11/28,1397/09/07
121150,121150,121150,121150,1880,1.55%,2018/11/27,1397/09/06
123030,123030,123030,123030,4220,3.43%,2018/11/26,1397/09/05
127250,127250,127250,127250,460,0.36%,2018/11/24,1397/09/03
127710,127710,127710,127710,-,-,2018/11/22,1397/09/01
127710,127710,127710,127710,200,0.16%,2018/11/21,1397/08/30
127910,127910,127910,127910,490,0.38%,2018/11/20,1397/08/29
128400,128400,128400,128400,1180,0.93%,2018/11/19,1397/08/28
127220,127220,127220,127220,6350,5.25%,2018/11/18,1397/08/27
120870,120870,120870,120870,2470,2.09%,2018/11/17,1397/08/26
118400,118400,118400,118400,-,-,2018/11/15,1397/08/24
119000,118400,119000,118400,800,0.68%,2018/11/14,1397/08/23
119000,117100,120400,119200,700,0.59%,2018/11/12,1397/08/21
120600,117500,122500,119900,700,0.58%,2018/11/11,1397/08/20
119900,117900,123000,120600,2000,1.69%,2018/11/10,1397/08/19
120100,117200,122200,118600,1700,1.43%,2018/11/09,1397/08/18
119700,118600,121000,120300,200,0.17%,2018/11/05,1397/08/14
120500,119100,121200,120500,200,0.17%,2018/11/04,1397/08/13
119500,117300,122200,120300,1100,0.92%,2018/11/03,1397/08/12
119600,116800,121200,119200,400,0.34%,2018/11/02,1397/08/11
120500,117800,121500,119600,900,0.75%,2018/10/31,1397/08/09
119300,118200,121500,120500,2100,1.77%,2018/10/30,1397/08/08
119800,117700,120500,118400,2200,1.86%,2018/10/28,1397/08/06
120300,118800,122500,120600,2200,1.86%,2018/10/27,1397/08/05
120800,117200,122000,118400,400,0.34%,2018/10/26,1397/08/04
120800,117800,121400,118800,2200,1.85%,2018/10/24,1397/08/02
141395,138990,142400,140390,1550,1.1%,2018/10/23,1397/08/01
143110,140330,144280,141940,2210,1.56%,2018/10/22,1397/07/30
144745,142860,145340,144150,9850,7.33%,2018/10/21,1397/07/29
128200,126300,136600,134300,300,0.22%,2018/10/19,1397/07/27
136800,132200,139000,134000,12200,10.02%,2018/10/17,1397/07/25
123900,119600,124900,121800,13700,11.25%,2018/10/16,1397/07/24
144200,134000,145200,135500,10400,8.31%,2018/10/15,1397/07/23
133600,124100,135800,125100,5900,4.72%,2018/10/14,1397/07/22
137500,130200,138400,131000,11700,8.93%,2018/10/13,1397/07/21
133800,131600,144800,142700,20800,17.06%,2018/10/12,1397/07/20
133200,120100,134800,121900,1800,1.48%,2018/10/10,1397/07/18
122300,121100,126200,123700,2300,1.89%,2018/10/09,1397/07/17
140300,119200,141500,121400,20000,16.47%,2018/10/08,1397/07/16
144000,139200,145400,141400,10300,7.86%,2018/10/07,1397/07/15
141800,128800,142800,131100,2300,1.79%,2018/10/06,1397/07/14
141800,127700,144300,128800,2000,1.58%,2018/10/05,1397/07/13
122700,121400,127900,126800,5400,4.26%,2018/10/03,1397/07/11
136700,131000,137700,132200,11200,9.26%,2018/10/02,1397/07/10
147928,144445,148904,145288,6482,4.46%,2018/10/01,1397/07/09
162055,146490,172340,151770,18450,12.16%,2018/09/30,1397/07/08
172290,168680,174360,170220,5170,3.04%,2018/09/29,1397/07/07
175390,175390,175390,175390,-,-,2018/09/27,1397/07/05
181035,169000,186680,175390,11290,6.44%,2018/09/26,1397/07/04
190110,168290,193540,186680,16690,9.82%,2018/09/25,1397/07/03
170640,155830,171290,169990,9990,6.24%,2018/09/24,1397/07/02
160975,149330,161950,160000,10660,7.14%,2018/09/23,1397/07/01
151205,141280,153070,149340,3460,2.37%,2018/09/22,1397/06/31
145880,145120,145880,145880,-,-,2018/09/18,1397/06/27
145880,142900,145880,145880,2230,1.55%,2018/09/17,1397/06/26
143655,140390,143660,143650,950,0.67%,2018/09/16,1397/06/25
145145,139070,147590,142700,5050,3.67%,2018/09/15,1397/06/24
137650,137650,137650,137650,50,0.04%,2018/09/13,1397/06/22
137210,136750,138940,137600,440,0.32%,2018/09/12,1397/06/21
135370,134170,138980,137160,1830,1.35%,2018/09/11,1397/06/20
138190,135190,146060,135330,2830,2.09%,2018/09/10,1397/06/19
129940,129550,138980,138160,8530,6.58%,2018/09/09,1397/06/18
128710,120970,130320,129630,5141,3.97%,2018/09/08,1397/06/17
136265,132183,137382,134771,339,0.25%,2018/09/05,1397/06/14
137140,136400,150670,136890,8940,6.99%,2018/09/04,1397/06/13
119790,119370,135880,127950,3377,2.71%,2018/09/03,1397/06/12
117297,115971,125557,124573,4803,4.01%,2018/09/01,1397/06/10
109430,109270,111050,110350,240,0.22%,2018/08/29,1397/06/07
110620,106020,110680,110110,500,0.45%,2018/08/28,1397/06/06
107140,104770,110700,110610,3460,3.23%,2018/08/27,1397/06/05
105310,105270,108140,107150,1720,1.63%,2018/08/26,1397/06/04
105020,104390,106440,105430,2640,2.57%,2018/08/25,1397/06/03
105080,102370,105280,102790,2670,2.6%,2018/08/23,1397/06/01
105830,105230,106070,105460,380,0.36%,2018/08/21,1397/05/30
104150,103600,107110,105840,1700,1.63%,2018/08/20,1397/05/29
103160,102880,105600,104140,1090,1.06%,2018/08/19,1397/05/28
102980,101960,105280,103050,4070,3.95%,2018/08/18,1397/05/27
107120,106610,109980,107120,30,0.03%,2018/08/16,1397/05/25
105040,103360,107150,107090,2060,1.96%,2018/08/15,1397/05/24
105540,103070,107970,105030,520,0.5%,2018/08/14,1397/05/23
106260,105150,110300,105550,710,0.67%,2018/08/13,1397/05/22
100880,99470,106590,106260,5410,5.36%,2018/08/12,1397/05/21
103970,97470,105910,100850,8580,8.51%,2018/08/11,1397/05/20
103350,103170,109670,109430,6070,5.87%,2018/08/09,1397/05/18
102520,91740,111550,103360,820,0.8%,2018/08/08,1397/05/17
89780,89250,107860,102540,12780,14.24%,2018/08/07,1397/05/16
95970,82310,98050,89760,6200,6.91%,2018/08/06,1397/05/15
98150,92450,99290,95960,2210,2.3%,2018/08/05,1397/05/14
98100,98170,101660,98170,7600,7.74%,2018/08/04,1397/05/13
112970,102100,113370,105770,7190,6.8%,2018/08/02,1397/05/11
105990,95600,113120,112960,6980,6.59%,2018/08/01,1397/05/10
105390,101010,111930,105980,570,0.54%,2018/07/31,1397/05/09
114710,95090,114890,105410,9290,8.81%,2018/07/30,1397/05/08
116550,107810,117610,114700,4332,3.93%,2018/07/29,1397/05/07
106401,104198,112089,110368,15808,16.72%,2018/07/28,1397/05/06
93170,93060,95530,94560,1400,1.5%,2018/07/26,1397/05/04
91560,91340,95290,93160,1610,1.76%,2018/07/25,1397/05/03
94070,91450,94600,91550,2510,2.74%,2018/07/24,1397/05/02
93710,91130,95750,94060,360,0.38%,2018/07/23,1397/05/01
88990,88730,95340,93700,4730,5.32%,2018/07/22,1397/04/31
86250,85990,90460,88970,7480,9.18%,2018/07/21,1397/04/30
81980,81240,82740,81490,470,0.58%,2018/07/19,1397/04/28
81360,80770,84620,81960,620,0.76%,2018/07/18,1397/04/27
81940,80450,83640,81340,610,0.75%,2018/07/17,1397/04/26
79170,77650,81990,81950,2760,3.49%,2018/07/16,1397/04/25
80780,78790,81320,79190,1550,1.96%,2018/07/15,1397/04/24
80300,80300,83120,80740,2520,3.22%,2018/07/14,1397/04/23
78170,77740,78620,78220,320,0.41%,2018/07/12,1397/04/21
77860,76000,78300,77900,18,0.02%,2018/07/11,1397/04/20
77941,76526,78400,77882,1578,2.03%,2018/07/09,1397/04/18
79820,78630,79860,79460,400,0.5%,2018/07/08,1397/04/17
79800,78610,80870,79860,510,0.64%,2018/07/07,1397/04/16
78460,78340,81690,80370,1900,2.42%,2018/07/05,1397/04/14
80150,76250,80360,78470,1670,2.13%,2018/07/04,1397/04/13
81640,78850,82160,80140,1460,1.82%,2018/07/03,1397/04/12
83330,81390,83610,81600,1710,2.1%,2018/07/02,1397/04/11
83650,82170,85420,83310,270,0.32%,2018/07/01,1397/04/10
79980,79870,83670,83580,1300,1.58%,2018/06/30,1397/04/09
82270,81940,83310,82280,-,-,2018/06/28,1397/04/07
79710,79630,84510,82280,2540,3.19%,2018/06/27,1397/04/06
78920,77900,80290,79740,830,1.05%,2018/06/26,1397/04/05
81530,78330,83640,78910,2640,3.35%,2018/06/25,1397/04/04
87000,78760,89430,81550,5500,6.74%,2018/06/24,1397/04/03
81000,79620,90960,87050,12139,16.2%,2018/06/23,1397/04/02
74693,73146,75570,74911,1,-,2018/06/20,1397/03/30
72290,72260,74030,74000,1730,2.39%,2018/06/19,1397/03/29
70550,70250,72720,72270,1730,2.45%,2018/06/18,1397/03/28
70430,69300,72760,70540,1870,2.72%,2018/06/17,1397/03/27
67680,67630,68880,68670,980,1.45%,2018/06/14,1397/03/24
70070,66600,70160,67690,2390,3.53%,2018/06/13,1397/03/23
70340,69780,71860,70080,270,0.39%,2018/06/12,1397/03/22
67800,67790,70910,70350,2540,3.75%,2018/06/11,1397/03/21
65740,65500,68660,67810,2050,3.12%,2018/06/10,1397/03/20
67570,65760,68880,65760,1370,2.13%,2018/06/09,1397/03/19
65040,64390,65220,64390,140,0.22%,2018/06/07,1397/03/17
64400,64090,64530,64250,140,0.22%,2018/06/03,1397/03/13
64470,63610,64950,64390,630,0.98%,2018/06/02,1397/03/12
64630,64620,65150,65020,380,0.59%,2018/05/31,1397/03/10
64370,64000,64900,64640,260,0.4%,2018/05/30,1397/03/09
62930,62890,65740,64380,1460,2.32%,2018/05/29,1397/03/08
63540,58650,64150,62920,610,0.97%,2018/05/28,1397/03/07
63700,62740,64480,63530,100,0.16%,2018/05/27,1397/03/06
64020,63300,64440,63630,40,0.06%,2018/05/26,1397/03/05
63450,63360,63670,63670,230,0.36%,2018/05/24,1397/03/03
63630,62430,64250,63440,200,0.32%,2018/05/23,1397/03/02
63860,63310,63990,63640,230,0.36%,2018/05/22,1397/03/01
63320,62410,64410,63870,540,0.85%,2018/05/21,1397/02/31
62130,62060,64050,63330,1320,2.13%,2018/05/20,1397/02/30
61250,60650,62250,62010,630,1.02%,2018/05/19,1397/02/29
62750,62600,62980,62640,100,0.16%,2018/05/17,1397/02/27
61530,61380,63650,62740,1220,1.98%,2018/05/16,1397/02/26
64150,60940,65280,61520,2620,4.26%,2018/05/15,1397/02/25
63310,62050,64290,64140,840,1.33%,2018/05/14,1397/02/24
64540,61130,64560,63300,1250,1.97%,2018/05/13,1397/02/23
65410,63990,66300,64550,2350,3.64%,2018/05/12,1397/02/22
66520,66300,66990,66900,370,0.56%,2018/05/10,1397/02/20
65720,64660,68090,66530,820,1.25%,2018/05/09,1397/02/19
63890,63650,66840,65710,1810,2.83%,2018/05/08,1397/02/18
59220,59080,64420,63900,4670,7.88%,2018/05/07,1397/02/17
63510,59060,63650,59230,4270,7.21%,2018/05/06,1397/02/16
63810,62180,65600,63500,2340,3.83%,2018/05/05,1397/02/15
61190,61090,61420,61160,1520,2.55%,2018/05/03,1397/02/13
59640,59310,59740,59640,10,0.02%,2018/05/01,1397/02/11
57020,57020,60390,59650,2620,4.59%,2018/04/30,1397/02/10
58520,56610,59610,57030,1510,2.65%,2018/04/29,1397/02/09
57110,56950,58540,58540,2306,4.1%,2018/04/28,1397/02/08
56306,55491,56767,56234,116,0.21%,2018/04/25,1397/02/05
54180,54150,54230,54230,270,0.5%,2018/04/24,1397/02/04
54830,54450,55240,54500,790,1.45%,2018/04/23,1397/02/03
55880,54880,56010,55290,580,1.05%,2018/04/22,1397/02/02
56170,55870,56330,55870,3941,7.59%,2018/04/21,1397/02/01
55601,51160,56357,51929,3149,6.46%,2018/04/19,1397/01/30
54990,47930,55410,48780,4680,10.61%,2018/04/18,1397/01/29
52600,43300,52900,44100,8600,19.5%,2018/04/17,1397/01/28
53100,51600,54100,52700,3500,7.11%,2018/04/15,1397/01/26
45500,44700,49600,49200,2600,5.58%,2018/04/14,1397/01/25
45500,45000,47000,46600,7020,15.06%,2018/04/11,1397/01/22
47660,47350,55840,55030,3170,5.76%,2018/04/10,1397/01/21
58200,58200,58200,58200,450,0.77%,2018/04/09,1397/01/20
56450,56450,60480,58650,2050,3.62%,2018/04/08,1397/01/19
52450,52080,57050,56600,5660,11.11%,2018/04/07,1397/01/18
50940,50940,50940,50940,-,-,2018/04/05,1397/01/16
50430,50400,50940,50940,380,0.75%,2018/04/04,1397/01/15
50550,50050,50560,50560,460,0.91%,2018/04/03,1397/01/14
51020,51020,51020,51020,570,1.13%,2018/03/29,1397/01/09
50570,50410,51400,50450,10,0.02%,2018/03/28,1397/01/08
50440,50340,50700,50460,30,0.06%,2018/03/27,1397/01/07
51010,49600,51400,50490,540,1.07%,2018/03/26,1397/01/06
49710,49710,51180,51030,2040,4.16%,2018/03/25,1397/01/05
48750,48750,49130,48990,420,0.86%,2018/03/19,1396/12/28
48280,48280,48750,48570,380,0.79%,2018/03/18,1396/12/27
48290,48190,48290,48190,460,0.95%,2018/03/17,1396/12/26
48650,48650,48650,48650,160,0.33%,2018/03/15,1396/12/24
48550,48370,48560,48490,20,0.04%,2018/03/14,1396/12/23
48210,48060,48510,48510,350,0.73%,2018/03/13,1396/12/22
48270,47820,48420,48160,100,0.21%,2018/03/12,1396/12/21
48080,47230,48500,48260,230,0.48%,2018/03/11,1396/12/20
47920,47850,48030,48030,140,0.29%,2018/03/10,1396/12/19
47890,47890,47890,47890,30,0.06%,2018/03/08,1396/12/17
47890,47850,47900,47860,20,0.04%,2018/03/07,1396/12/16
47950,47840,47960,47880,130,0.27%,2018/03/06,1396/12/15
47740,47730,47800,47750,60,0.13%,2018/03/05,1396/12/14
47730,47630,47790,47690,10,0.02%,2018/03/04,1396/12/13
47110,47080,47700,47700,3010,6.74%,2018/03/03,1396/12/12
44690,44690,44690,44690,10,0.02%,2018/03/01,1396/12/10
44700,44690,44700,44700,10,0.02%,2018/02/28,1396/12/09
44710,44710,44710,44710,10,0.02%,2018/02/27,1396/12/08
44760,44720,44760,44720,60,0.13%,2018/02/26,1396/12/07
44780,44760,44780,44780,20,0.04%,2018/02/25,1396/12/06
44790,44750,44800,44760,151,0.34%,2018/02/24,1396/12/05
45092,44376,45741,44911,19,0.04%,2018/02/21,1396/12/02
45920,45750,46090,45750,-,-,2018/02/19,1396/11/30
46060,45670,46060,45750,340,0.74%,2018/02/18,1396/11/29
46970,46090,46970,46090,1090,2.36%,2018/02/17,1396/11/28
47452,46491,48239,47180,200,0.42%,2018/02/14,1396/11/25
48750,48160,48750,48170,600,1.25%,2018/02/13,1396/11/24
48720,48450,49120,48770,1500,3.17%,2018/02/12,1396/11/23
47260,47250,47350,47270,370,0.79%,2018/02/10,1396/11/21
46150,45520,47870,46900,200,0.43%,2018/02/07,1396/11/18
46930,45410,47800,45450,1450,3.19%,2018/02/06,1396/11/17
46660,46110,47020,46900,140,0.3%,2018/02/05,1396/11/16
47490,46730,47590,46760,680,1.45%,2018/02/04,1396/11/15
47090,46890,47790,47440,672,1.44%,2018/02/03,1396/11/14
46510,45621,47460,46768,298,0.64%,2018/01/31,1396/11/11
45880,45620,46450,46450,780,1.71%,2018/01/30,1396/11/10
45450,45420,45830,45670,170,0.37%,2018/01/29,1396/11/09
45700,45490,46080,45500,180,0.4%,2018/01/28,1396/11/08
45230,45230,45690,45680,350,0.77%,2018/01/27,1396/11/07
45495,45330,45660,45330,-,-,2018/01/25,1396/11/05
45630,45330,45650,45330,330,0.73%,2018/01/24,1396/11/04
45610,45530,46010,45660,140,0.31%,2018/01/23,1396/11/03
45780,45550,46460,45800,10,0.02%,2018/01/22,1396/11/02
46230,45600,46980,45790,180,0.39%,2018/01/21,1396/11/01
45530,45420,46420,45970,1353,3.03%,2018/01/20,1396/10/30
44605,43681,45156,44617,37,0.08%,2018/01/17,1396/10/27
44370,44100,44590,44480,190,0.43%,2018/01/16,1396/10/26
