Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
44280,44200,44480,44290,80,0.18%,2018/01/15,1396/10/25
44170,43920,44230,44210,50,0.11%,2018/01/14,1396/10/24
44110,44090,44520,44260,144,0.33%,2018/01/13,1396/10/23
43842,43447,44645,44116,34,0.08%,2018/01/10,1396/10/20
43690,43690,44020,44010,350,0.8%,2018/01/09,1396/10/19
43650,43490,43970,43660,290,0.66%,2018/01/08,1396/10/18
43680,43680,44150,43950,420,0.96%,2018/01/07,1396/10/17
43340,43340,43580,43530,247,0.57%,2018/01/06,1396/10/16
43344,42503,44015,43283,43,0.1%,2018/01/03,1396/10/13
43380,43000,43910,43740,350,0.81%,2018/01/02,1396/10/12
42960,42850,43460,43390,510,1.19%,2018/01/01,1396/10/11
42990,42880,43230,42880,-,-,2017/12/31,1396/10/10
42420,42420,42920,42880,581,1.37%,2017/12/30,1396/10/09
41937,41186,42815,42299,269,0.64%,2017/12/27,1396/10/06
41800,41800,42100,41890,-,-,2017/12/26,1396/10/05
41800,41750,41890,41890,100,0.24%,2017/12/25,1396/10/04
41900,41790,41950,41790,150,0.36%,2017/12/24,1396/10/03
41950,41860,41980,41940,11,0.03%,2017/12/23,1396/10/02
41972,41702,42706,41929,11,0.03%,2017/12/20,1396/09/29
41900,41860,41970,41860,110,0.26%,2017/12/19,1396/09/28
41800,41800,41970,41970,160,0.38%,2017/12/18,1396/09/27
41850,41780,41870,41810,20,0.05%,2017/12/17,1396/09/26
41830,41810,42000,41830,273,0.65%,2017/12/16,1396/09/25
42090,41471,42957,42103,7,0.02%,2017/12/13,1396/09/22
42080,42080,42230,42190,10,0.02%,2017/12/12,1396/09/21
42130,42040,42220,42200,90,0.21%,2017/12/11,1396/09/20
42140,42070,42170,42110,40,0.1%,2017/12/10,1396/09/19
42070,42060,42200,42070,48,0.11%,2017/12/09,1396/09/18
41911,41177,42429,42022,43,0.1%,2017/12/06,1396/09/15
41974,41277,42789,41979,41,0.1%,2017/12/04,1396/09/13
41660,41660,41920,41860,220,0.53%,2017/12/03,1396/09/12
41500,41480,41680,41640,96,0.23%,2017/12/02,1396/09/11
41417,40911,42071,41544,154,0.37%,2017/11/29,1396/09/08
41340,41250,41480,41360,180,0.44%,2017/11/28,1396/09/07
41150,41150,41180,41180,-,-,2017/11/26,1396/09/05
41220,41110,41220,41180,75,0.18%,2017/11/25,1396/09/04
41230,40702,41828,41255,15,0.04%,2017/11/22,1396/09/01
41020,41010,41250,41210,280,0.68%,2017/11/21,1396/08/30
40920,40910,40990,40930,18,0.04%,2017/11/20,1396/08/29
40998,40391,41342,40948,48,0.12%,2017/11/17,1396/08/26
40900,40200,41400,40900,100,0.24%,2017/11/15,1396/08/24
41100,40970,41100,41010,210,0.51%,2017/11/14,1396/08/23
41340,41120,41380,41220,140,0.34%,2017/11/13,1396/08/22
40970,40970,41360,41360,370,0.9%,2017/11/12,1396/08/21
40850,40850,40990,40990,244,0.6%,2017/11/11,1396/08/20
40747,40362,41447,40746,6,0.01%,2017/11/07,1396/08/16
40730,40690,40770,40700,20,0.05%,2017/11/06,1396/08/15
40700,40690,40740,40720,60,0.15%,2017/11/05,1396/08/14
40520,40510,40700,40660,120,0.3%,2017/11/04,1396/08/13
40564,40244,40998,40540,-,-,2017/11/01,1396/08/10
40550,40520,40620,40580,60,0.15%,2017/10/31,1396/08/09
40530,40520,40570,40520,30,0.07%,2017/10/30,1396/08/08
40710,40540,40720,40550,140,0.35%,2017/10/29,1396/08/07
40670,40620,40760,40690,152,0.37%,2017/10/28,1396/08/06
40398,39783,41239,40538,218,0.54%,2017/10/25,1396/08/03
40330,40220,40330,40280,20,0.05%,2017/10/24,1396/08/02
40200,40190,40350,40300,120,0.3%,2017/10/23,1396/08/01
40120,40110,40180,40180,70,0.17%,2017/10/22,1396/07/30
40140,40110,40160,40110,48,0.12%,2017/10/21,1396/07/29
40215,39543,40786,40158,12,0.03%,2017/10/18,1396/07/26
40170,40170,40340,40210,20,0.05%,2017/10/17,1396/07/25
40070,40070,40190,40190,110,0.27%,2017/10/16,1396/07/24
40060,40010,40150,40080,10,0.02%,2017/10/15,1396/07/23
39950,39930,40080,40070,97,0.24%,2017/10/14,1396/07/22
40190,39501,40989,39973,197,0.49%,2017/10/11,1396/07/19
40220,40040,40230,40160,80,0.2%,2017/10/10,1396/07/18
40480,39830,40490,40240,170,0.42%,2017/10/09,1396/07/17
39760,39740,40410,40410,630,1.58%,2017/10/08,1396/07/16
39660,39600,39980,39780,200,0.51%,2017/10/07,1396/07/15
39425,39082,40106,39580,100,0.25%,2017/10/04,1396/07/12
39240,39240,39370,39370,70,0.18%,2017/10/03,1396/07/11
39170,39170,39300,39300,153,0.39%,2017/10/02,1396/07/10
39104,38341,39605,39147,37,0.09%,2017/09/27,1396/07/05
39050,39050,39090,39070,10,0.03%,2017/09/26,1396/07/04
39010,39010,39130,39060,60,0.15%,2017/09/25,1396/07/03
38930,38930,39000,39000,80,0.21%,2017/09/24,1396/07/02
38920,38920,38930,38920,7,0.02%,2017/09/23,1396/07/01
38922,38248,39226,38927,7,0.02%,2017/09/20,1396/06/29
38930,38910,38930,38930,10,0.03%,2017/09/19,1396/06/28
38950,38920,38950,38920,50,0.13%,2017/09/18,1396/06/27
38970,38960,39000,38970,10,0.03%,2017/09/17,1396/06/26
39080,38980,39080,38980,80,0.21%,2017/09/16,1396/06/25
39130,38340,39750,39060,40,0.1%,2017/09/13,1396/06/22
39160,39090,39250,39200,60,0.15%,2017/09/12,1396/06/21
39010,39000,39170,39140,140,0.36%,2017/09/11,1396/06/20
39010,38980,39010,39000,9,0.02%,2017/09/10,1396/06/19
39022,38314,39459,39009,31,0.08%,2017/09/06,1396/06/15
38830,38830,38960,38940,120,0.31%,2017/09/05,1396/06/14
38780,38760,38820,38820,30,0.08%,2017/09/04,1396/06/13
38910,38790,38930,38790,110,0.28%,2017/09/03,1396/06/12
38830,38830,38900,38900,97,0.25%,2017/09/02,1396/06/11
38747,38204,39536,38803,63,0.16%,2017/08/30,1396/06/08
38650,38650,38720,38720,90,0.23%,2017/08/29,1396/06/07
38570,38570,38630,38630,50,0.13%,2017/08/28,1396/06/06
38580,38580,38600,38580,10,0.03%,2017/08/27,1396/06/05
38530,38530,38650,38590,105,0.27%,2017/08/26,1396/06/04
38383,37626,38804,38485,105,0.27%,2017/08/23,1396/06/01
38310,38310,38330,38330,30,0.08%,2017/08/22,1396/05/31
38310,38300,38310,38300,-,-,2017/08/21,1396/05/30
38270,38270,38320,38300,20,0.05%,2017/08/20,1396/05/29
38250,38250,38280,38280,50,0.13%,2017/08/19,1396/05/28
38190,37620,38460,38230,30,0.08%,2017/08/16,1396/05/25
38190,38180,38200,38200,30,0.08%,2017/08/15,1396/05/24
38140,38140,38170,38170,40,0.1%,2017/08/14,1396/05/23
38130,38130,38130,38130,10,0.03%,2017/08/13,1396/05/22
38140,38100,38140,38120,14,0.04%,2017/08/12,1396/05/21
38144,37786,38605,38134,16,0.04%,2017/08/09,1396/05/18
38120,38110,38130,38110,-,-,2017/08/08,1396/05/17
38140,38110,38140,38110,40,0.1%,2017/08/07,1396/05/16
38200,38150,38200,38150,60,0.16%,2017/08/06,1396/05/15
38250,38200,38250,38210,6,0.02%,2017/08/05,1396/05/14
38226,37623,38550,38216,44,0.12%,2017/08/02,1396/05/11
38200,38190,38210,38210,20,0.05%,2017/08/01,1396/05/10
38140,38140,38210,38190,60,0.16%,2017/07/31,1396/05/09
38110,38100,38130,38130,10,0.03%,2017/07/30,1396/05/08
38080,38080,38130,38120,81,0.21%,2017/07/29,1396/05/07
38020,37468,38400,38039,29,0.08%,2017/07/26,1396/05/04
37810,37810,38000,38000,210,0.56%,2017/07/25,1396/05/03
37730,37720,37790,37790,70,0.19%,2017/07/24,1396/05/02
37740,37710,37740,37720,30,0.08%,2017/07/23,1396/05/01
37750,37740,37750,37750,70,0.19%,2017/07/22,1396/04/31
37820,37820,37820,37820,50,0.13%,2017/07/19,1396/04/28
37770,37770,37770,37770,10,0.03%,2017/07/18,1396/04/27
37780,37780,37790,37780,10,0.03%,2017/07/17,1396/04/26
37810,37770,37810,37790,10,0.03%,2017/07/16,1396/04/25
37810,37790,37830,37800,46,0.12%,2017/07/15,1396/04/24
37866,37176,38161,37846,4,0.01%,2017/07/12,1396/04/21
37950,37900,37950,37900,30,0.08%,2017/07/11,1396/04/20
37910,37910,37960,37930,50,0.13%,2017/07/10,1396/04/19
37870,37860,37880,37880,20,0.05%,2017/07/09,1396/04/18
37880,37860,37890,37860,28,0.07%,2017/07/08,1396/04/17
37890,37304,38659,37888,8,0.02%,2017/07/05,1396/04/14
37820,37790,37880,37880,80,0.21%,2017/07/04,1396/04/13
37840,37800,37860,37800,10,0.03%,2017/07/03,1396/04/12
37820,37780,37820,37790,50,0.13%,2017/07/02,1396/04/11
37870,37840,37880,37840,95,0.25%,2017/07/01,1396/04/10
37670,37327,37963,37745,65,0.17%,2017/06/28,1396/04/07
37565,37104,37899,37540,-,-,2017/06/24,1396/04/03
37456,36763,37861,37568,128,0.34%,2017/06/21,1396/03/31
37420,37370,37420,37420,30,0.08%,2017/06/20,1396/03/30
37510,37450,37520,37450,50,0.13%,2017/06/19,1396/03/29
37480,37440,37610,37500,-,-,2017/06/18,1396/03/28
37320,37320,37500,37500,186,0.5%,2017/06/17,1396/03/27
37308,36878,37541,37314,4,0.01%,2017/06/14,1396/03/24
37280,37270,37310,37300,30,0.08%,2017/06/13,1396/03/23
37310,37270,37310,37270,30,0.08%,2017/06/12,1396/03/22
37340,37290,37350,37300,50,0.13%,2017/06/11,1396/03/21
37350,37350,37380,37350,18,0.05%,2017/06/10,1396/03/20
37392,36915,37721,37368,2,0.01%,2017/06/07,1396/03/17
37310,37300,37390,37380,50,0.13%,2017/06/06,1396/03/16
37330,37330,37330,37330,3,0.01%,2017/06/03,1396/03/13
37350,37138,37648,37333,7,0.02%,2017/05/31,1396/03/10
37380,37330,37580,37340,20,0.05%,2017/05/30,1396/03/09
37370,37350,37380,37360,20,0.05%,2017/05/29,1396/03/08
37380,37380,37430,37380,10,0.03%,2017/05/28,1396/03/07
37420,37370,37450,37370,60,0.16%,2017/05/27,1396/03/06
37424,37105,38013,37430,-,-,2017/05/24,1396/03/03
37520,37480,37560,37480,50,0.13%,2017/05/23,1396/03/02
37450,37450,37580,37530,180,0.48%,2017/05/22,1396/03/01
37330,37320,37390,37350,50,0.13%,2017/05/21,1396/02/31
37380,37330,37400,37400,126,0.34%,2017/05/20,1396/02/30
37707,36921,37955,37526,144,0.38%,2017/05/17,1396/02/27
37590,37550,37720,37710,160,0.43%,2017/05/16,1396/02/26
37550,37540,37580,37550,10,0.03%,2017/05/15,1396/02/25
37580,37540,37580,37540,20,0.05%,2017/05/14,1396/02/24
37580,37560,37600,37560,30,0.08%,2017/05/13,1396/02/23
37584,37031,37984,37590,-,-,2017/05/10,1396/02/20
37570,37560,37590,37570,30,0.08%,2017/05/09,1396/02/19
37560,37540,37570,37540,30,0.08%,2017/05/08,1396/02/18
37580,37570,37600,37570,20,0.05%,2017/05/07,1396/02/17
37620,37580,37620,37590,100,0.27%,2017/05/06,1396/02/16
37700,37260,38140,37690,10,0.03%,2017/05/03,1396/02/13
37630,37620,37650,37650,30,0.08%,2017/05/02,1396/02/12
37660,37620,37680,37620,50,0.13%,2017/05/01,1396/02/11
37710,37660,37730,37670,60,0.16%,2017/04/30,1396/02/10
37740,37730,37820,37730,80,0.21%,2017/04/29,1396/02/09
37640,37286,38067,37650,30,0.08%,2017/04/26,1396/02/06
37550,37001,37933,37569,39,0.1%,2017/04/23,1396/02/03
37500,37500,37530,37530,45,0.12%,2017/04/22,1396/02/02
37497,36832,37988,37485,5,0.01%,2017/04/19,1396/01/30
37490,37490,37510,37490,10,0.03%,2017/04/18,1396/01/29
37540,37500,37540,37500,50,0.13%,2017/04/17,1396/01/28
37560,37540,37570,37550,-,-,2017/04/16,1396/01/27
37590,37550,37590,37550,46,0.12%,2017/04/15,1396/01/26
37607,37280,38069,37596,6,0.02%,2017/04/12,1396/01/23
37650,37216,38259,37630,-,-,2017/04/09,1396/01/20
37600,37600,37640,37630,20,0.05%,2017/04/08,1396/01/19
37629,37109,38362,37610,-,-,2017/04/05,1396/01/16
37490,37490,37650,37650,120,0.32%,2017/04/04,1396/01/15
37700,37530,37700,37530,80,0.21%,2017/04/03,1396/01/14
37480,37100,37910,37450,50,0.13%,2017/03/29,1396/01/09
37630,37500,37630,37520,140,0.37%,2017/03/28,1396/01/08
38550,37630,38550,37660,20,0.05%,2017/03/27,1396/01/07
37570,37330,37640,37640,100,0.27%,2017/03/26,1396/01/06
37650,37540,37680,37540,60,0.16%,2017/03/25,1396/01/05
37530,36707,37954,37480,45,0.12%,2017/03/17,1395/12/27
37729,36992,38351,37525,45,0.12%,2017/03/15,1395/12/25
37650,37650,37970,37950,320,0.85%,2017/03/14,1395/12/24
37490,37460,37980,37630,130,0.35%,2017/03/13,1395/12/23
37500,37430,37510,37500,10,0.03%,2017/03/12,1395/12/22
37580,37480,37600,37490,23,0.06%,2017/03/11,1395/12/21
37349,37039,37895,37513,23,0.06%,2017/03/08,1395/12/18
37450,37230,37450,37240,220,0.59%,2017/03/07,1395/12/17
37600,37460,37600,37460,150,0.4%,2017/03/06,1395/12/16
37730,37610,37730,37610,130,0.35%,2017/03/05,1395/12/15
37800,37730,37800,37740,90,0.24%,2017/03/04,1395/12/14
37830,37830,37830,37830,10,0.03%,2017/03/01,1395/12/11
37800,37800,37850,37840,50,0.13%,2017/02/28,1395/12/10
37780,37720,37790,37790,-,-,2017/02/27,1395/12/09
37830,37780,38200,37790,20,0.05%,2017/02/26,1395/12/08
37790,37790,37810,37810,20,0.05%,2017/02/25,1395/12/07
37800,37150,38040,37790,10,0.03%,2017/02/22,1395/12/04
38680,37780,38680,37800,70,0.19%,2017/02/21,1395/12/03
37910,37860,38430,37870,30,0.08%,2017/02/20,1395/12/02
37920,37890,37920,37900,30,0.08%,2017/02/19,1395/12/01
38010,37920,38130,37930,117,0.31%,2017/02/18,1395/11/30
38128,37343,38471,38047,63,0.17%,2017/02/15,1395/11/27
38140,38140,38250,38150,70,0.18%,2017/02/14,1395/11/26
38130,38060,38140,38080,60,0.16%,2017/02/13,1395/11/25
38220,38140,38230,38140,90,0.24%,2017/02/12,1395/11/24
38270,38230,38380,38230,39,0.1%,2017/02/11,1395/11/23
38274,37863,38974,38269,9,0.02%,2017/02/08,1395/11/20
38370,38260,38370,38260,100,0.26%,2017/02/07,1395/11/19
38480,38300,38480,38360,110,0.29%,2017/02/06,1395/11/18
38540,38470,38560,38470,50,0.13%,2017/02/05,1395/11/17
38440,38440,38700,38520,96,0.25%,2017/02/04,1395/11/16
38251,37726,39011,38424,184,0.48%,2017/02/01,1395/11/13
38260,38200,38310,38260,50,0.13%,2017/01/31,1395/11/12
38220,38130,38250,38210,20,0.05%,2017/01/30,1395/11/11
38530,38210,38530,38230,280,0.73%,2017/01/29,1395/11/10
38600,38430,38630,38510,74,0.19%,2017/01/28,1395/11/09
38653,37924,39383,38584,4,0.01%,2017/01/25,1395/11/06
38560,38490,38640,38600,60,0.16%,2017/01/24,1395/11/05
38450,38450,38850,38540,40,0.1%,2017/01/23,1395/11/04
38290,38280,38590,38500,170,0.44%,2017/01/22,1395/11/03
38050,37890,38350,38330,131,0.34%,2017/01/21,1395/11/02
38376,37675,38817,38199,41,0.11%,2017/01/18,1395/10/29
38670,38130,38670,38200,140,0.37%,2017/01/17,1395/10/28
39080,38340,39460,38340,800,2.09%,2017/01/16,1395/10/27
39400,39090,39410,39140,300,0.77%,2017/01/15,1395/10/26
39470,39160,39470,39440,249,0.63%,2017/01/14,1395/10/25
39806,39431,40470,39689,101,0.25%,2017/01/11,1395/10/22
39660,39510,39790,39790,6,0.02%,2017/01/10,1395/10/21
39612,39009,40157,39784,134,0.34%,2017/01/08,1395/10/19
39550,39420,39560,39450,416,1.07%,2017/01/07,1395/10/18
39090,38791,39473,39034,4,0.01%,2017/01/04,1395/10/15
39200,38790,39200,39000,140,0.36%,2017/01/03,1395/10/14
38800,38800,39190,39140,350,0.9%,2017/01/02,1395/10/13
38260,38260,38810,38790,440,1.15%,2017/01/01,1395/10/12
39260,38270,39260,38350,1833,4.78%,2016/12/31,1395/10/11
40575,39407,41260,40183,107,0.27%,2016/12/28,1395/10/08
40570,40570,41230,40750,460,1.13%,2016/12/27,1395/10/07
40830,40830,41210,41210,490,1.2%,2016/12/26,1395/10/06
40530,40220,40890,40720,60,0.15%,2016/12/25,1395/10/05
40030,39750,40680,40660,788,1.98%,2016/12/24,1395/10/04
39830,39511,40709,39872,22,0.06%,2016/12/21,1395/10/01
39370,39370,39780,39780,600,1.53%,2016/12/20,1395/09/30
39220,39160,39320,39180,10,0.03%,2016/12/19,1395/09/29
39300,39110,39300,39170,110,0.28%,2016/12/18,1395/09/28
39191,38936,39606,39280,-,-,2016/12/14,1395/09/24
39160,39110,39200,39140,170,0.44%,2016/12/13,1395/09/23
38750,38750,38990,38970,290,0.75%,2016/12/12,1395/09/22
39000,38680,39000,38680,230,0.59%,2016/12/11,1395/09/21
39100,38850,39100,38910,80,0.21%,2016/12/10,1395/09/20
38990,38840,38990,38990,230,0.59%,2016/12/07,1395/09/17
38990,38720,38990,38760,120,0.31%,2016/12/06,1395/09/16
39150,38680,39150,38880,80,0.21%,2016/12/05,1395/09/15
38390,38390,38990,38960,10,0.03%,2016/12/04,1395/09/14
38800,38470,39220,38950,676,1.77%,2016/12/03,1395/09/13
38356,37799,38555,38274,406,1.06%,2016/11/30,1395/09/10
38050,37692,39341,38680,189,0.49%,2016/11/28,1395/09/08
37380,36946,39156,38491,581,1.53%,2016/11/26,1395/09/06
37050,36816,37678,37372,192,0.52%,2016/11/23,1395/09/03
36880,36800,37110,37030,260,0.71%,2016/11/22,1395/09/02
36840,36680,36840,36770,39,0.11%,2016/11/21,1395/09/01
36890,36183,37572,36809,40,0.11%,2016/11/18,1395/08/28
36811,36483,37486,36849,1,-,2016/11/16,1395/08/26
36660,36660,36750,36740,60,0.16%,2016/11/15,1395/08/25
36670,36660,36700,36680,-,-,2016/11/14,1395/08/24
36650,36500,36690,36680,130,0.36%,2016/11/13,1395/08/23
36440,36440,36590,36550,56,0.15%,2016/11/12,1395/08/22
36586,36300,36875,36494,76,0.21%,2016/11/09,1395/08/19
36310,36310,36520,36480,80,0.22%,2016/11/08,1395/08/18
35750,35750,36460,36400,150,0.41%,2016/11/07,1395/08/17
36320,36230,36320,36250,40,0.11%,2016/11/06,1395/08/16
36180,36180,36290,36290,80,0.22%,2016/11/05,1395/08/15
36140,35490,36470,36210,10,0.03%,2016/11/02,1395/08/12
36300,36190,36300,36230,40,0.11%,2016/11/01,1395/08/11
36280,36210,36280,36270,80,0.22%,2016/10/31,1395/08/10
36190,36110,36210,36190,80,0.22%,2016/10/30,1395/08/09
36190,35830,36190,36110,7,0.02%,2016/10/29,1395/08/08
35824,35472,36695,36103,77,0.21%,2016/10/26,1395/08/05
35920,35770,36080,36050,370,1.04%,2016/10/25,1395/08/04
35950,35680,35980,35680,270,0.76%,2016/10/24,1395/08/03
35870,35870,35950,35950,40,0.11%,2016/10/23,1395/08/02
35920,35790,35920,35910,39,0.11%,2016/10/22,1395/08/01
35872,35609,36309,35871,21,0.06%,2016/10/19,1395/07/28
35900,35820,35900,35850,20,0.06%,2016/10/18,1395/07/27
35950,35800,35950,35830,20,0.06%,2016/10/17,1395/07/26
35950,35440,35950,35850,30,0.08%,2016/10/16,1395/07/25
35970,35880,35980,35880,1,-,2016/10/15,1395/07/24
35917,35570,36283,35879,29,0.08%,2016/10/12,1395/07/21
35937,35229,36321,35850,-,-,2016/10/09,1395/07/18
35810,35790,35820,35810,41,0.11%,2016/10/08,1395/07/17
35843,35479,36516,35769,49,0.14%,2016/10/05,1395/07/14
35890,35670,35890,35870,10,0.03%,2016/10/04,1395/07/13
35880,35830,35880,35860,50,0.14%,2016/10/03,1395/07/12
35850,35800,35850,35810,40,0.11%,2016/10/02,1395/07/11
35700,35700,35860,35770,50,0.14%,2016/10/01,1395/07/10
35800,35200,36070,35820,20,0.06%,2016/09/28,1395/07/07
35750,35610,35760,35610,120,0.34%,2016/09/27,1395/07/06
35800,35670,35800,35730,30,0.08%,2016/09/26,1395/07/05
35700,35640,35760,35700,20,0.06%,2016/09/25,1395/07/04
35720,35650,35740,35680,55,0.15%,2016/09/24,1395/07/03
35755,34930,36148,35625,85,0.24%,2016/09/21,1395/06/31
35609,35265,36096,35586,66,0.19%,2016/09/18,1395/06/28
35740,35490,35740,35600,91,0.26%,2016/09/17,1395/06/27
35543,34885,36033,35691,29,0.08%,2016/09/14,1395/06/24
35510,35480,35630,35630,70,0.2%,2016/09/13,1395/06/23
35500,34960,35760,35560,60,0.17%,2016/09/10,1395/06/20
35579,35343,35927,35528,42,0.12%,2016/09/07,1395/06/17
35560,35460,35580,35540,10,0.03%,2016/09/06,1395/06/16
35490,35470,35610,35550,30,0.08%,2016/09/05,1395/06/15
35590,35430,35700,35520,130,0.37%,2016/09/04,1395/06/14
35640,35560,35650,35650,65,0.18%,2016/09/03,1395/06/13
35494,35249,36083,35585,15,0.04%,2016/08/31,1395/06/10
35480,35480,35640,35550,-,-,2016/08/30,1395/06/09
35510,35490,35640,35550,-,-,2016/08/29,1395/06/08
35580,35450,35580,35550,50,0.14%,2016/08/28,1395/06/07
35700,35480,35700,35500,120,0.34%,2016/08/27,1395/06/06
35410,34920,36070,35380,80,0.23%,2016/08/24,1395/06/03
35680,35400,35680,35430,10,0.03%,2016/08/23,1395/06/02
35570,35380,35570,35420,50,0.14%,2016/08/22,1395/06/01
35390,35350,35510,35470,200,0.57%,2016/08/21,1395/05/31
35370,35270,35510,35270,68,0.19%,2016/08/20,1395/05/30
35443,34670,36041,35338,112,0.32%,2016/08/17,1395/05/27
35320,35280,35510,35420,10,0.03%,2016/08/16,1395/05/26
35210,35210,35490,35430,-,-,2016/08/15,1395/05/25
35640,35290,35640,35430,120,0.34%,2016/08/14,1395/05/24
35350,35310,35490,35310,30,0.09%,2016/08/13,1395/05/23
35280,35280,35280,35280,100,0.28%,2016/08/11,1395/05/21
35540,35340,35580,35380,30,0.08%,2016/08/10,1395/05/20
35430,35310,35490,35350,100,0.28%,2016/08/09,1395/05/19
35380,35280,35450,35450,50,0.14%,2016/08/08,1395/05/18
35390,35350,35420,35400,70,0.2%,2016/08/07,1395/05/17
35390,35290,35390,35330,62,0.18%,2016/08/06,1395/05/16
35340,35038,35916,35268,98,0.28%,2016/08/03,1395/05/13
35360,35290,35420,35310,90,0.25%,2016/08/02,1395/05/12
35380,35340,35400,35400,120,0.34%,2016/08/01,1395/05/11
35350,35270,35370,35280,135,0.38%,2016/07/31,1395/05/10
35407,34918,35914,35415,25,0.07%,2016/07/27,1395/05/06
35370,35180,35370,35180,-,-,2016/07/26,1395/05/05
35250,35170,35250,35180,70,0.2%,2016/07/25,1395/05/04
35150,35080,35220,35110,60,0.17%,2016/07/24,1395/05/03
35170,35140,35170,35170,136,0.39%,2016/07/23,1395/05/02
35095,34382,35340,35034,4,0.01%,2016/07/20,1395/04/30
35150,35030,35210,35130,60,0.17%,2016/07/19,1395/04/29
35080,35000,35230,35190,40,0.11%,2016/07/18,1395/04/28
35270,34990,35270,35150,30,0.09%,2016/07/17,1395/04/27
35150,34940,35150,35120,48,0.14%,2016/07/16,1395/04/26
35128,34609,35841,35072,32,0.09%,2016/07/13,1395/04/23
35320,34990,35320,35010,110,0.31%,2016/07/12,1395/04/22
35290,35070,35290,35120,110,0.31%,2016/07/11,1395/04/21
35070,34940,35070,35010,40,0.11%,2016/07/10,1395/04/20
34810,34750,35030,34970,126,0.36%,2016/07/09,1395/04/19
34914,34380,35430,34844,26,0.07%,2016/07/04,1395/04/14
34830,34680,34880,34870,80,0.23%,2016/07/03,1395/04/13
35120,34790,35120,34790,378,1.09%,2016/07/02,1395/04/12
35331,34566,35825,35168,122,0.35%,2016/06/29,1395/04/09
34910,34910,35190,35190,303,0.87%,2016/06/28,1395/04/08
34746,34297,35134,34887,37,0.11%,2016/06/25,1395/04/05
34553,34307,34964,34618,5,0.01%,2016/06/22,1395/04/02
34582,33918,35170,34623,7,0.02%,2016/06/21,1395/04/01
34570,34570,34610,34600,50,0.14%,2016/06/20,1395/03/31
